Area code;Area name;"Asian, Asian British or Asian Welsh: Bangladeshi
(number)";"Asian, Asian British or Asian Welsh: Chinese
(number)";"Asian, Asian British or Asian Welsh: Indian
(number)";"Asian, Asian British or Asian Welsh: Pakistani
(number)";"Asian, Asian British or Asian Welsh: Other Asian
(number)";"Black, Black British, Black Welsh, Caribbean or African: African
(number)";"Black, Black British, Black Welsh, Caribbean or African: Caribbean
(number)";"Black, Black British, Black Welsh, Caribbean or African: Other Black
(number)";"Mixed or Multiple ethnic groups: White and Asian
(number)";"Mixed or Multiple ethnic groups: White and Black African
(number)";"Mixed or Multiple ethnic groups: White and Black Caribbean
(number)";"Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups
(number)";"White: English, Welsh, Scottish, Northern Irish or British
(number)";"White: Irish
(number)";"White: Gypsy or Irish Traveller
(number)";"White: Roma
(number)";"White: Other White
(number)";"Other ethnic group: Arab
(number)";"Other ethnic group: Any other ethnic group
(number)";Asian, Asian British or Asian Welsh: Bangladesh;Asian, Asian British or Asian Welsh: Chinese;Asian, Asian British or Asian Welsh: Indian;Asian, Asian British or Asian Welsh: Pakistani;Asian, Asian British or Asian Welsh: Other Asian;Black, Black British, Black Welsh, Caribbean or African: African;Black, Black British, Black Welsh, Caribbean or African: Caribbean;Black, Black British, Black Welsh, Caribbean or African: Other Black;Mixed or Multiple ethnic groups: White and Asian;Mixed or Multiple ethnic groups: White and Black African ;Mixed or Multiple ethnic groups: White and Black Caribbean;Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups;"White: English, Welsh, Scottish, Northern Irish or British
(percent)";"White: Irish
(percent)";"White: Gypsy or Irish Traveller
(percent)";"White: Roma
(percent)";"White: Other White
(percent)";Other ethnic group: Arab;Other ethnic group: Any other ethnic group
E07000209;Guildford; 476 ; 2.315 ; 2.873 ; 921 ; 3.045 ; 1.531 ; 357 ; 262 ; 1.773 ; 615 ; 710 ; 1.288 ; 111.076 ; 1.292 ; 467 ; 235 ; 11.718 ; 731 ; 1.962 ; 0,3 ; 1,6 ; 2,0 ; 0,6 ; 2,1 ; 1,1 ; 0,2 ; 0,2 ; 1,2 ; 0,4 ; 0,5 ; 0,9 ; 77,3 ; 0,9 ; 0,3 ; 0,2 ; 8,2 ; 0,5 ; 1,4 
E07000210;Mole Valley; 243 ; 459 ; 868 ; 247 ; 820 ; 450 ; 170 ; 86 ; 878 ; 227 ; 417 ; 672 ; 74.983 ; 948 ; 99 ; 53 ; 4.963 ; 229 ; 575 ; 0,3 ; 0,5 ; 1,0 ; 0,3 ; 0,9 ; 0,5 ; 0,2 ; 0,1 ; 1,0 ; 0,3 ; 0,5 ; 0,8 ; 85,8 ; 1,1 ; 0,1 ; 0,1 ; 5,7 ; 0,3 ; 0,7 
E07000211;Reigate and Banstead; 887 ; 950 ; 4.637 ; 2.029 ; 2.880 ; 2.878 ; 1.000 ; 537 ; 1.895 ; 745 ; 1.268 ; 1.633 ; 115.949 ; 1.724 ; 278 ; 145 ; 9.238 ; 457 ; 1.716 ; 0,6 ; 0,6 ; 3,1 ; 1,3 ; 1,9 ; 1,9 ; 0,7 ; 0,4 ; 1,3 ; 0,5 ; 0,8 ; 1,1 ; 76,9 ; 1,1 ; 0,2 ; 0,1 ; 6,1 ; 0,3 ; 1,1 
E07000212;Runnymede; 406 ; 961 ; 4.030 ; 837 ; 1.906 ; 1.092 ; 358 ; 141 ; 1.192 ; 402 ; 574 ; 945 ; 63.965 ; 1.131 ; 371 ; 187 ; 7.903 ; 461 ; 1.217 ; 0,5 ; 1,1 ; 4,6 ; 1,0 ; 2,2 ; 1,2 ; 0,4 ; 0,2 ; 1,4 ; 0,5 ; 0,7 ; 1,1 ; 72,6 ; 1,3 ; 0,4 ; 0,2 ; 9,0 ; 0,5 ; 1,4 
E07000213;Spelthorne; 433 ; 799 ; 7.559 ; 1.670 ; 2.685 ; 1.711 ; 583 ; 254 ; 1.489 ; 482 ; 718 ; 1.074 ; 71.261 ; 1.321 ; 277 ; 214 ; 7.927 ; 528 ; 1.975 ; 0,4 ; 0,8 ; 7,3 ; 1,6 ; 2,6 ; 1,7 ; 0,6 ; 0,2 ; 1,4 ; 0,5 ; 0,7 ; 1,0 ; 69,2 ; 1,3 ; 0,3 ; 0,2 ; 7,7 ; 0,5 ; 1,9 
E07000214;Surrey Heath; 474 ; 592 ; 2.941 ; 1.290 ; 2.760 ; 953 ; 292 ; 183 ; 963 ; 263 ; 476 ; 758 ; 70.473 ; 837 ; 201 ; 95 ; 5.295 ; 360 ; 1.250 ; 0,5 ; 0,7 ; 3,3 ; 1,4 ; 3,1 ; 1,1 ; 0,3 ; 0,2 ; 1,1 ; 0,3 ; 0,5 ; 0,8 ; 77,9 ; 0,9 ; 0,2 ; 0,1 ; 5,9 ; 0,4 ; 1,4 
E07000215;Tandridge; 223 ; 460 ; 1.300 ; 346 ; 942 ; 931 ; 750 ; 248 ; 1.137 ; 359 ; 918 ; 917 ; 73.343 ; 998 ; 331 ; 42 ; 3.870 ; 96 ; 666 ; 0,3 ; 0,5 ; 1,5 ; 0,4 ; 1,1 ; 1,1 ; 0,9 ; 0,3 ; 1,3 ; 0,4 ; 1,0 ; 1,0 ; 83,5 ; 1,1 ; 0,4 ; -   ; 4,4 ; 0,1 ; 0,8 
E07000216;Waverley; 246 ; 801 ; 796 ; 830 ; 952 ; 588 ; 194 ; 105 ; 1.324 ; 314 ; 438 ; 770 ; 111.321 ; 1.294 ; 257 ; 83 ; 7.133 ; 145 ; 635 ; 0,2 ; 0,6 ; 0,6 ; 0,6 ; 0,7 ; 0,5 ; 0,2 ; 0,1 ; 1,0 ; 0,2 ; 0,3 ; 0,6 ; 86,8 ; 1,0 ; 0,2 ; 0,1 ; 5,6 ; 0,1 ; 0,5 
E07000217;Woking; 685 ; 990 ; 3.358 ; 7.325 ; 2.383 ; 1.331 ; 323 ; 225 ; 1.470 ; 480 ; 604 ; 1.060 ; 69.911 ; 1.050 ; 91 ; 301 ; 10.176 ; 641 ; 1.539 ; 0,7 ; 1,0 ; 3,2 ; 7,0 ; 2,3 ; 1,3 ; 0,3 ; 0,2 ; 1,4 ; 0,5 ; 0,6 ; 1,0 ; 67,3 ; 1,0 ; 0,1 ; 0,3 ; 9,8 ; 0,6 ; 1,5 
E07000218;North Warwickshire; 11 ; 89 ; 463 ; 125 ; 156 ; 113 ; 196 ; 55 ; 268 ; 101 ; 542 ; 202 ; 60.598 ; 475 ; 19 ; 55 ; 1.367 ; 32 ; 169 ; -   ; 0,1 ; 0,7 ; 0,2 ; 0,2 ; 0,2 ; 0,3 ; 0,1 ; 0,4 ; 0,2 ; 0,8 ; 0,3 ; 93,2 ; 0,7 ; -   ; 0,1 ; 2,1 ; -   ; 0,3 
E07000219;Nuneaton and Bedworth; 121 ; 357 ; 7.154 ; 940 ; 2.210 ; 1.622 ; 492 ; 332 ; 694 ; 270 ; 1.066 ; 419 ; 109.807 ; 697 ; 95 ; 127 ; 6.213 ; 169 ; 1.413 ; 0,1 ; 0,3 ; 5,3 ; 0,7 ; 1,6 ; 1,2 ; 0,4 ; 0,2 ; 0,5 ; 0,2 ; 0,8 ; 0,3 ; 81,8 ; 0,5 ; 0,1 ; 0,1 ; 4,6 ; 0,1 ; 1,1 
E07000220;Rugby; 299 ; 787 ; 5.322 ; 963 ; 1.357 ; 1.897 ; 793 ; 420 ; 987 ; 408 ; 1.170 ; 637 ; 85.684 ; 1.071 ; 73 ; 207 ; 10.978 ; 149 ; 1.161 ; 0,3 ; 0,7 ; 4,7 ; 0,8 ; 1,2 ; 1,7 ; 0,7 ; 0,4 ; 0,9 ; 0,4 ; 1,0 ; 0,6 ; 74,9 ; 0,9 ; 0,1 ; 0,2 ; 9,6 ; 0,1 ; 1,0 
E07000221;Stratford-on-Avon; 39 ; 426 ; 1.239 ; 245 ; 617 ; 242 ; 180 ; 60 ; 922 ; 245 ; 584 ; 537 ; 121.330 ; 1.183 ; 146 ; 94 ; 5.919 ; 130 ; 586 ; -   ; 0,3 ; 0,9 ; 0,2 ; 0,5 ; 0,2 ; 0,1 ; -   ; 0,7 ; 0,2 ; 0,4 ; 0,4 ; 90,1 ; 0,9 ; 0,1 ; 0,1 ; 4,4 ; 0,1 ; 0,4 
E07000222;Warwick; 132 ; 1.456 ; 10.112 ; 883 ; 1.820 ; 1.000 ; 445 ; 171 ; 1.745 ; 450 ; 1.166 ; 1.118 ; 112.650 ; 2.114 ; 55 ; 167 ; 10.548 ; 302 ; 2.120 ; 0,1 ; 1,0 ; 6,8 ; 0,6 ; 1,2 ; 0,7 ; 0,3 ; 0,1 ; 1,2 ; 0,3 ; 0,8 ; 0,8 ; 75,9 ; 1,4 ; -   ; 0,1 ; 7,1 ; 0,2 ; 1,4 
E07000223;Adur; 369 ; 269 ; 303 ; 89 ; 365 ; 359 ; 110 ; 61 ; 535 ; 316 ; 306 ; 470 ; 57.390 ; 488 ; 105 ; 53 ; 2.258 ; 208 ; 489 ; 0,6 ; 0,4 ; 0,5 ; 0,1 ; 0,6 ; 0,6 ; 0,2 ; 0,1 ; 0,8 ; 0,5 ; 0,5 ; 0,7 ; 88,9 ; 0,8 ; 0,2 ; 0,1 ; 3,5 ; 0,3 ; 0,8 
E07000224;Arun; 523 ; 433 ; 727 ; 108 ; 839 ; 500 ; 221 ; 136 ; 784 ; 420 ; 580 ; 700 ; 146.178 ; 1.018 ; 216 ; 159 ; 10.431 ; 121 ; 793 ; 0,3 ; 0,3 ; 0,4 ; 0,1 ; 0,5 ; 0,3 ; 0,1 ; 0,1 ; 0,5 ; 0,3 ; 0,4 ; 0,4 ; 88,7 ; 0,6 ; 0,1 ; 0,1 ; 6,3 ; 0,1 ; 0,5 
E07000225;Chichester; 176 ; 413 ; 624 ; 61 ; 894 ; 453 ; 218 ; 112 ; 720 ; 293 ; 450 ; 584 ; 111.822 ; 862 ; 294 ; 93 ; 5.333 ; 147 ; 522 ; 0,1 ; 0,3 ; 0,5 ; -   ; 0,7 ; 0,4 ; 0,2 ; 0,1 ; 0,6 ; 0,2 ; 0,4 ; 0,5 ; 90,1 ; 0,7 ; 0,2 ; 0,1 ; 4,3 ; 0,1 ; 0,4 
E07000226;Crawley; 626 ; 563 ; 7.335 ; 6.122 ; 3.590 ; 3.296 ; 683 ; 1.352 ; 1.291 ; 1.002 ; 1.083 ; 1.462 ; 73.178 ; 831 ; 103 ; 337 ; 12.490 ; 675 ; 2.473 ; 0,5 ; 0,5 ; 6,2 ; 5,2 ; 3,0 ; 2,8 ; 0,6 ; 1,1 ; 1,1 ; 0,8 ; 0,9 ; 1,2 ; 61,8 ; 0,7 ; 0,1 ; 0,3 ; 10,5 ; 0,6 ; 2,1 
E07000227;Horsham; 263 ; 634 ; 1.417 ; 401 ; 1.259 ; 895 ; 256 ; 161 ; 1.160 ; 399 ; 571 ; 1.000 ; 129.348 ; 1.163 ; 233 ; 100 ; 6.598 ; 209 ; 709 ; 0,2 ; 0,4 ; 1,0 ; 0,3 ; 0,9 ; 0,6 ; 0,2 ; 0,1 ; 0,8 ; 0,3 ; 0,4 ; 0,7 ; 88,1 ; 0,8 ; 0,2 ; 0,1 ; 4,5 ; 0,1 ; 0,5 
E07000228;Mid Sussex; 599 ; 588 ; 2.489 ; 279 ; 1.550 ; 871 ; 309 ; 157 ; 1.597 ; 555 ; 634 ; 1.041 ; 130.971 ; 1.456 ; 175 ; 150 ; 7.972 ; 209 ; 964 ; 0,4 ; 0,4 ; 1,6 ; 0,2 ; 1,0 ; 0,6 ; 0,2 ; 0,1 ; 1,0 ; 0,4 ; 0,4 ; 0,7 ; 85,8 ; 1,0 ; 0,1 ; 0,1 ; 5,2 ; 0,1 ; 0,6 
E07000229;Worthing; 727 ; 572 ; 1.097 ; 268 ; 1.723 ; 893 ; 250 ; 138 ; 981 ; 533 ; 548 ; 792 ; 94.680 ; 942 ; 82 ; 194 ; 5.811 ; 246 ; 861 ; 0,7 ; 0,5 ; 1,0 ; 0,2 ; 1,5 ; 0,8 ; 0,2 ; 0,1 ; 0,9 ; 0,5 ; 0,5 ; 0,7 ; 85,0 ; 0,8 ; 0,1 ; 0,2 ; 5,2 ; 0,2 ; 0,8 
E07000234;Bromsgrove; 64 ; 410 ; 1.854 ; 405 ; 426 ; 278 ; 375 ; 113 ; 783 ; 141 ; 1.022 ; 468 ; 89.676 ; 986 ; 85 ; 9 ; 1.553 ; 124 ; 411 ; 0,1 ; 0,4 ; 1,9 ; 0,4 ; 0,4 ; 0,3 ; 0,4 ; 0,1 ; 0,8 ; 0,1 ; 1,0 ; 0,5 ; 90,4 ; 1,0 ; 0,1 ; -   ; 1,6 ; 0,1 ; 0,4 
E07000235;Malvern Hills; 59 ; 295 ; 300 ; 121 ; 276 ; 162 ; 68 ; 32 ; 470 ; 160 ; 252 ; 237 ; 74.197 ; 391 ; 195 ; 14 ; 1.982 ; 48 ; 228 ; 0,1 ; 0,4 ; 0,4 ; 0,2 ; 0,3 ; 0,2 ; 0,1 ; -   ; 0,6 ; 0,2 ; 0,3 ; 0,3 ; 93,3 ; 0,5 ; 0,2 ; -   ; 2,5 ; 0,1 ; 0,3 
E07000236;Redditch; 226 ; 236 ; 1.042 ; 3.148 ; 343 ; 335 ; 550 ; 169 ; 498 ; 120 ; 1.330 ; 335 ; 71.742 ; 539 ; 53 ; 57 ; 5.782 ; 64 ; 465 ; 0,3 ; 0,3 ; 1,2 ; 3,6 ; 0,4 ; 0,4 ; 0,6 ; 0,2 ; 0,6 ; 0,1 ; 1,5 ; 0,4 ; 82,4 ; 0,6 ; 0,1 ; 0,1 ; 6,6 ; 0,1 ; 0,5 
E07000237;Worcester; 542 ; 388 ; 1.336 ; 2.578 ; 1.016 ; 836 ; 241 ; 135 ; 716 ; 425 ; 628 ; 514 ; 85.868 ; 566 ; 95 ; 132 ; 6.817 ; 160 ; 876 ; 0,5 ; 0,4 ; 1,3 ; 2,5 ; 1,0 ; 0,8 ; 0,2 ; 0,1 ; 0,7 ; 0,4 ; 0,6 ; 0,5 ; 82,7 ; 0,5 ; 0,1 ; 0,1 ; 6,6 ; 0,2 ; 0,8 
E07000238;Wychavon; 75 ; 221 ; 607 ; 163 ; 444 ; 192 ; 192 ; 77 ; 546 ; 158 ; 481 ; 415 ; 120.048 ; 624 ; 637 ; 148 ; 6.868 ; 96 ; 503 ; 0,1 ; 0,2 ; 0,5 ; 0,1 ; 0,3 ; 0,1 ; 0,1 ; 0,1 ; 0,4 ; 0,1 ; 0,4 ; 0,3 ; 90,6 ; 0,5 ; 0,5 ; 0,1 ; 5,2 ; 0,1 ; 0,4 
E07000239;Wyre Forest; 748 ; 244 ; 437 ; 140 ; 370 ; 159 ; 169 ; 67 ; 467 ; 113 ; 606 ; 284 ; 93.961 ; 475 ; 451 ; 49 ; 2.487 ; 64 ; 318 ; 0,7 ; 0,2 ; 0,4 ; 0,1 ; 0,4 ; 0,2 ; 0,2 ; 0,1 ; 0,5 ; 0,1 ; 0,6 ; 0,3 ; 92,5 ; 0,5 ; 0,4 ; -   ; 2,4 ; 0,1 ; 0,3 
E07000240;St Albans; 3.107 ; 1.625 ; 3.856 ; 1.619 ; 1.969 ; 1.821 ; 905 ; 433 ; 2.556 ; 650 ; 1.306 ; 1.842 ; 108.962 ; 2.976 ; 142 ; 149 ; 11.636 ; 880 ; 1.735 ; 2,1 ; 1,1 ; 2,6 ; 1,1 ; 1,3 ; 1,2 ; 0,6 ; 0,3 ; 1,7 ; 0,4 ; 0,9 ; 1,2 ; 73,5 ; 2,0 ; 0,1 ; 0,1 ; 7,9 ; 0,6 ; 1,2 
E07000241;Welwyn Hatfield; 598 ; 1.324 ; 5.211 ; 1.198 ; 2.264 ; 5.553 ; 1.069 ; 685 ; 1.353 ; 863 ; 1.337 ; 1.378 ; 80.551 ; 1.569 ; 267 ; 264 ; 11.647 ; 534 ; 2.170 ; 0,5 ; 1,1 ; 4,3 ; 1,0 ; 1,9 ; 4,6 ; 0,9 ; 0,6 ; 1,1 ; 0,7 ; 1,1 ; 1,1 ; 67,2 ; 1,3 ; 0,2 ; 0,2 ; 9,7 ; 0,4 ; 1,8 
E07000242;East Hertfordshire; 366 ; 786 ; 1.442 ; 390 ; 1.035 ; 1.206 ; 496 ; 249 ; 1.427 ; 489 ; 1.122 ; 1.207 ; 127.245 ; 1.855 ; 145 ; 283 ; 9.059 ; 258 ; 1.099 ; 0,2 ; 0,5 ; 1,0 ; 0,3 ; 0,7 ; 0,8 ; 0,3 ; 0,2 ; 1,0 ; 0,3 ; 0,7 ; 0,8 ; 84,7 ; 1,2 ; 0,1 ; 0,2 ; 6,0 ; 0,2 ; 0,7 
E07000243;Stevenage; 800 ; 536 ; 2.546 ; 952 ; 1.866 ; 2.991 ; 799 ; 550 ; 769 ; 503 ; 1.193 ; 751 ; 67.394 ; 970 ; 72 ; 96 ; 5.567 ; 266 ; 877 ; 0,9 ; 0,6 ; 2,8 ; 1,1 ; 2,1 ; 3,3 ; 0,9 ; 0,6 ; 0,9 ; 0,6 ; 1,3 ; 0,8 ; 75,3 ; 1,1 ; 0,1 ; 0,1 ; 6,2 ; 0,3 ; 1,0 
E07000244;East Suffolk; 283 ; 740 ; 1.034 ; 261 ; 1.129 ; 712 ; 422 ; 223 ; 1.072 ; 579 ; 1.054 ; 1.002 ; 229.063 ; 1.095 ; 146 ; 77 ; 6.246 ; 112 ; 810 ; 0,1 ; 0,3 ; 0,4 ; 0,1 ; 0,5 ; 0,3 ; 0,2 ; 0,1 ; 0,4 ; 0,2 ; 0,4 ; 0,4 ; 93,1 ; 0,4 ; 0,1 ; -   ; 2,5 ; -   ; 0,3 
E07000245;West Suffolk; 286 ; 600 ; 1.442 ; 493 ; 1.910 ; 1.312 ; 561 ; 1.000 ; 1.169 ; 840 ; 899 ; 1.972 ; 147.935 ; 1.387 ; 268 ; 195 ; 15.371 ; 234 ; 2.074 ; 0,2 ; 0,3 ; 0,8 ; 0,3 ; 1,1 ; 0,7 ; 0,3 ; 0,6 ; 0,6 ; 0,5 ; 0,5 ; 1,1 ; 82,2 ; 0,8 ; 0,1 ; 0,1 ; 8,5 ; 0,1 ; 1,2 
E07000246;Somerset West and Taunton; 230 ; 680 ; 1.097 ; 101 ; 1.116 ; 623 ; 120 ; 84 ; 710 ; 334 ; 464 ; 511 ; 142.560 ; 727 ; 186 ; 150 ; 6.960 ; 145 ; 649 ; 0,1 ; 0,4 ; 0,7 ; 0,1 ; 0,7 ; 0,4 ; 0,1 ; 0,1 ; 0,5 ; 0,2 ; 0,3 ; 0,3 ; 90,5 ; 0,5 ; 0,1 ; 0,1 ; 4,4 ; 0,1 ; 0,4 
E08000001;Bolton; 985 ; 1.123 ; 26.238 ; 27.897 ; 3.353 ; 9.299 ; 603 ; 1.336 ; 2.338 ; 1.242 ; 1.737 ; 1.326 ; 203.486 ; 1.430 ; 519 ; 373 ; 7.133 ; 1.812 ; 3.730 ; 0,3 ; 0,4 ; 8,9 ; 9,4 ; 1,1 ; 3,1 ; 0,2 ; 0,5 ; 0,8 ; 0,4 ; 0,6 ; 0,4 ; 68,8 ; 0,5 ; 0,2 ; 0,1 ; 2,4 ; 0,6 ; 1,3 
E08000002;Bury; 480 ; 1.055 ; 1.866 ; 15.148 ; 2.044 ; 2.520 ; 701 ; 469 ; 1.670 ; 746 ; 1.622 ; 1.085 ; 151.528 ; 2.192 ; 132 ; 134 ; 6.730 ; 715 ; 3.014 ; 0,2 ; 0,5 ; 1,0 ; 7,8 ; 1,1 ; 1,3 ; 0,4 ; 0,2 ; 0,9 ; 0,4 ; 0,8 ; 0,6 ; 78,2 ; 1,1 ; 0,1 ; 0,1 ; 3,5 ; 0,4 ; 1,6 
E08000003;Manchester; 9.673 ; 12.644 ; 14.857 ; 65.875 ; 12.060 ; 47.858 ; 10.472 ; 7.563 ; 6.149 ; 5.992 ; 9.987 ; 6.898 ; 268.572 ; 9.442 ; 597 ; 883 ; 34.138 ; 15.028 ; 13.250 ; 1,8 ; 2,3 ; 2,7 ; 11,9 ; 2,2 ; 8,7 ; 1,9 ; 1,4 ; 1,1 ; 1,1 ; 1,8 ; 1,2 ; 48,7 ; 1,7 ; 0,1 ; 0,2 ; 6,2 ; 2,7 ; 2,4 
E08000004;Oldham; 21.754 ; 819 ; 1.676 ; 32.802 ; 2.514 ; 6.065 ; 876 ; 1.268 ; 1.829 ; 1.043 ; 2.353 ; 900 ; 157.914 ; 1.279 ; 177 ; 549 ; 4.978 ; 521 ; 2.770 ; 9,0 ; 0,3 ; 0,7 ; 13,5 ; 1,0 ; 2,5 ; 0,4 ; 0,5 ; 0,8 ; 0,4 ; 1,0 ; 0,4 ; 65,2 ; 0,5 ; 0,1 ; 0,2 ; 2,1 ; 0,2 ; 1,1 
E08000005;Rochdale; 5.170 ; 867 ; 1.190 ; 30.525 ; 3.654 ; 6.476 ; 440 ; 1.011 ; 1.736 ; 1.210 ; 1.303 ; 1.035 ; 156.669 ; 1.735 ; 194 ; 163 ; 6.724 ; 815 ; 2.854 ; 2,3 ; 0,4 ; 0,5 ; 13,6 ; 1,6 ; 2,9 ; 0,2 ; 0,5 ; 0,8 ; 0,5 ; 0,6 ; 0,5 ; 70,0 ; 0,8 ; 0,1 ; 0,1 ; 3,0 ; 0,4 ; 1,3 
E08000006;Salford; 803 ; 3.319 ; 3.744 ; 4.074 ; 2.998 ; 13.477 ; 1.338 ; 1.658 ; 1.844 ; 2.098 ; 2.596 ; 1.963 ; 199.614 ; 2.882 ; 295 ; 515 ; 18.942 ; 3.214 ; 4.548 ; 0,3 ; 1,2 ; 1,4 ; 1,5 ; 1,1 ; 5,0 ; 0,5 ; 0,6 ; 0,7 ; 0,8 ; 1,0 ; 0,7 ; 74,0 ; 1,1 ; 0,1 ; 0,2 ; 7,0 ; 1,2 ; 1,7 
E08000007;Stockport; 963 ; 2.306 ; 4.433 ; 10.953 ; 2.809 ; 2.030 ; 896 ; 490 ; 2.359 ; 1.236 ; 2.215 ; 1.858 ; 245.831 ; 4.174 ; 90 ; 132 ; 7.303 ; 1.509 ; 3.183 ; 0,3 ; 0,8 ; 1,5 ; 3,7 ; 1,0 ; 0,7 ; 0,3 ; 0,2 ; 0,8 ; 0,4 ; 0,8 ; 0,6 ; 83,4 ; 1,4 ; -   ; -   ; 2,5 ; 0,5 ; 1,1 
E08000008;Tameside; 5.842 ; 1.402 ; 3.737 ; 8.966 ; 1.251 ; 4.115 ; 612 ; 548 ; 1.344 ; 859 ; 1.854 ; 906 ; 190.305 ; 1.536 ; 112 ; 100 ; 5.623 ; 540 ; 1.418 ; 2,5 ; 0,6 ; 1,6 ; 3,9 ; 0,5 ; 1,8 ; 0,3 ; 0,2 ; 0,6 ; 0,4 ; 0,8 ; 0,4 ; 82,4 ; 0,7 ; -   ; -   ; 2,4 ; 0,2 ; 0,6 
E08000009;Trafford; 634 ; 4.813 ; 10.208 ; 11.479 ; 2.454 ; 3.636 ; 3.442 ; 1.008 ; 2.443 ; 1.068 ; 3.091 ; 2.232 ; 169.550 ; 4.884 ; 46 ; 134 ; 8.147 ; 2.457 ; 3.327 ; 0,3 ; 2,0 ; 4,3 ; 4,9 ; 1,0 ; 1,5 ; 1,5 ; 0,4 ; 1,0 ; 0,5 ; 1,3 ; 0,9 ; 72,1 ; 2,1 ; -   ; 0,1 ; 3,5 ; 1,0 ; 1,4 
E08000010;Wigan; 156 ; 1.234 ; 1.532 ; 1.342 ; 1.562 ; 3.081 ; 331 ; 495 ; 1.293 ; 885 ; 1.148 ; 1.027 ; 302.482 ; 1.353 ; 247 ; 291 ; 8.579 ; 711 ; 1.581 ; -   ; 0,4 ; 0,5 ; 0,4 ; 0,5 ; 0,9 ; 0,1 ; 0,2 ; 0,4 ; 0,3 ; 0,3 ; 0,3 ; 91,8 ; 0,4 ; 0,1 ; 0,1 ; 2,6 ; 0,2 ; 0,5 
E08000011;Knowsley; 32 ; 630 ; 936 ; 186 ; 726 ; 964 ; 130 ; 170 ; 577 ; 653 ; 740 ; 688 ; 142.698 ; 855 ; 24 ; 112 ; 3.545 ; 289 ; 563 ; -   ; 0,4 ; 0,6 ; 0,1 ; 0,5 ; 0,6 ; 0,1 ; 0,1 ; 0,4 ; 0,4 ; 0,5 ; 0,4 ; 92,4 ; 0,6 ; -   ; 0,1 ; 2,3 ; 0,2 ; 0,4 
E08000012;Liverpool; 1.917 ; 8.841 ; 6.251 ; 3.673 ; 7.085 ; 12.709 ; 1.493 ; 2.762 ; 3.662 ; 4.157 ; 4.127 ; 4.934 ; 375.785 ; 6.826 ; 501 ; 1.169 ; 24.162 ; 8.312 ; 7.722 ; 0,4 ; 1,8 ; 1,3 ; 0,8 ; 1,5 ; 2,6 ; 0,3 ; 0,6 ; 0,8 ; 0,9 ; 0,8 ; 1,0 ; 77,3 ; 1,4 ; 0,1 ; 0,2 ; 5,0 ; 1,7 ; 1,6 
E08000013;St. Helens; 172 ; 660 ; 557 ; 238 ; 952 ; 558 ; 103 ; 115 ; 597 ; 417 ; 466 ; 491 ; 171.546 ; 945 ; 145 ; 67 ; 4.185 ; 377 ; 657 ; 0,1 ; 0,4 ; 0,3 ; 0,1 ; 0,5 ; 0,3 ; 0,1 ; 0,1 ; 0,3 ; 0,2 ; 0,3 ; 0,3 ; 93,6 ; 0,5 ; 0,1 ; -   ; 2,3 ; 0,2 ; 0,4 
E08000014;Sefton; 423 ; 1.216 ; 1.009 ; 262 ; 1.384 ; 1.006 ; 308 ; 195 ; 1.225 ; 821 ; 893 ; 1.117 ; 256.327 ; 2.241 ; 47 ; 220 ; 8.705 ; 523 ; 1.311 ; 0,2 ; 0,4 ; 0,4 ; 0,1 ; 0,5 ; 0,4 ; 0,1 ; 0,1 ; 0,4 ; 0,3 ; 0,3 ; 0,4 ; 91,8 ; 0,8 ; -   ; 0,1 ; 3,1 ; 0,2 ; 0,5 
E08000015;Wirral; 1.319 ; 1.847 ; 1.933 ; 364 ; 1.839 ; 854 ; 330 ; 205 ; 1.605 ; 973 ; 1.054 ; 1.298 ; 295.967 ; 2.641 ; 46 ; 128 ; 5.910 ; 585 ; 1.301 ; 0,4 ; 0,6 ; 0,6 ; 0,1 ; 0,6 ; 0,3 ; 0,1 ; 0,1 ; 0,5 ; 0,3 ; 0,3 ; 0,4 ; 92,4 ; 0,8 ; -   ; -   ; 1,8 ; 0,2 ; 0,4 
E08000016;Barnsley; 39 ; 542 ; 504 ; 368 ; 844 ; 1.311 ; 163 ; 241 ; 605 ; 394 ; 754 ; 540 ; 226.488 ; 526 ; 229 ; 314 ; 9.377 ; 215 ; 1.118 ; -   ; 0,2 ; 0,2 ; 0,2 ; 0,3 ; 0,5 ; 0,1 ; 0,1 ; 0,2 ; 0,2 ; 0,3 ; 0,2 ; 92,6 ; 0,2 ; 0,1 ; 0,1 ; 3,8 ; 0,1 ; 0,5 
E08000017;Doncaster; 190 ; 1.031 ; 2.279 ; 3.150 ; 2.436 ; 2.527 ; 672 ; 543 ; 1.197 ; 716 ; 1.805 ; 885 ; 266.879 ; 999 ; 856 ; 687 ; 17.534 ; 424 ; 3.294 ; 0,1 ; 0,3 ; 0,7 ; 1,0 ; 0,8 ; 0,8 ; 0,2 ; 0,2 ; 0,4 ; 0,2 ; 0,6 ; 0,3 ; 86,6 ; 0,3 ; 0,3 ; 0,2 ; 5,7 ; 0,1 ; 1,1 
